artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,num_songs,song_id,title,year,city,state,country
ARX2R5A1187FB5B85B,33.7483627,,-84.3909447,Ann Nesby,243,1,SOUEARP12A58A7D643,Tables Turn,0,Atlanta,Georgia,USA
AR6TW8G119B8668BA1,54.5029553269817,,-6.76661609141537,The Japanese Popstars,235,1,SODJQMR12A6D4FD321,Sample Whore,2008,,Northern Ireland,United Kingdom
ARJPLNG1187B98C4FB,51.6906317,,-0.0337596,Russ Ballard,279,1,SODGBON12A6D4F5F19,Your Time Is Gonna Come,1993,,England,United Kingdom
ARE36MM1187B991E50,31.1697027906955,,-100.077144457897,Blind Lemon Jefferson,185,1,SOITIZR12A8C13BA50,Wartime Blues,1927,,Texas,USA
ARNPPTH1187B9AD429,51.4850985,,-0.372050030058762,Jimmy Page,322,1,SODCZXW12A6D4F97F5,Hummingbird,1988,London,England,United Kingdom
ARC3KY01187B9AEB09,31.1697027906955,,-100.077144457897,2002,273,1,SOFPEQJ12AB0180667,Lovers' Bridge,2000,,Texas,USA
ARBNL6D1187B9A147E,49.26013155,,-123.114082148851,The Black Halos,279,1,SOELSDM12A8C13CB4E,Broken,0,Vancouver,British Columbia,Canada
AR0VKIO1187FB487CE,34.194435,,-90.565075,John Lee Hooker,167,1,SONXTJP12A6D4F9612,Harry's Philosophy,0,,Mississippi,USA
ARAI3JW1187FB52DE1,45.5122855,,-73.5538249,Faraoni,219,1,SONGDBD12A8C1418FE,Skrivnost,0,Montreal,Quebec,Canada
ARD0FN11187B9B25CD,40.8570771871629,,-73.8567776091307,Bobby Darin,124,1,SOGRPFI12A8C1349A6,Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),0,New York,New York,USA
ARABEE51187FB572FE,43.9959476,,-71.6327018,Pastor Troy,266,1,SOTXTDL12AF729DD9B,Vica Versa,2002,,New Hampshire,USA
ARTC1LV1187B9A4858,51.45394125,,-0.0173821362492985,The Bonzo Dog Band,301,1,SOAFBCP12A8C13CC7D,King Of Scurf (2007 Digital Remaster),1972,London,England,United Kingdom
ARV3PXE1187B98E680,40.7146471,,-74.0070783,John Brown's Body,289,1,SOQAUGD12A58A7A92D,The Gold (Dubmatix Runnin' Remix) [Bonus Track],2008,New York,New York,United States of America
AR9FI9W1187FB51543,42.18182925,,-71.717809101217,Albert Cummings,179,1,SOSSOZK12AF72A0F5C,Where Did I Go Wrong,2004,,Massachusetts,United States of America
AR2IQVG1187B98DEAB,49.26013155,,-123.114082148851,Kid Koala,161,1,SONOQUI12A8C144908,Page 275,2005,Vancouver,British Columbia,Canada
AR8CZ1U1187FB4CED1,49.26013155,,-123.114082148851,The Be Good Tanyas,255,1,SOJGFNQ12A8C13B2AC,Lonesome Blues,2003,Vancouver,British Columbia,Canada
AR4IE571187FB4ECE1,49.26013155,,-123.114082148851,Strapping Young Lad,247,1,SOHPTKV12AB01854BF,Critic,1995,Vancouver,British Columbia,Canada
ARYXVDW1187FB417A4,51.1643273774297,,10.4524592514332,Katja Ebstein,174,1,SOGTCPZ12AB017D9F0,A Hard Day's Night,2008,Vogtei,Thuringia,Germany
ARMC5XS1187B9A836B,43.7824193781907,,11.2549784673937,Yves Montand,192,1,SOFJELN12A8C13EBEE,Maitre Pierre,0,Florence,Tuscany,Italy
ARNNEAF1187FB5C737,36.6713502,,-119.8155355,The Network,146,1,SOZMUCI12A81C221FE,Spastic Society (Album Version),0,,California,USA
AR6GZR91187B9AF7FC,52.4538359,,-2.1477907,Ned's Atomic Dustbin,191,1,SOWCSNX12A6D4F872B,Ambush,0,,England,United Kingdom
AR07YTV1187B994DE2,55.771471,,-2.0066943,Eastern Lane,260,1,SOFBBIH12A8C1416C4,The Royal Way,2003,,England,United Kingdom
ARD0FN11187B9B25CD,40.8570771871629,,-73.8567776091307,Bobby Darin,163,1,SOWOHNT12A6D4F60EA,(I Heard That) Lonesome Whistle,1995,New York,New York,USA
AR065TW1187FB4C3A5,51.4354435,,-2.57494592294043,Tricky / The Mad Dog Reflex,177,1,SOXUUSC12A6310DF31,I Like The Girls,1999,Bristol,England,United Kingdom
ARF0COO1187B99B9EF,43.7223178588595,,-90.5923932337178,Cauterize,240,1,SOHNDZB12A8C13EDB8,Shooting Stars,2003,,Wisconsin,USA
AR8WHEJ1187B98CDCA,34.7544567,,-92.1315904,Dee Clark,141,1,SOJXMRA12A58A7A875,Little Bitty Pretty One,0,,Arkansas,USA
ARTM6SK1187B9B804D,17.384305,,8.19162637591728,Ismaël Lo,239,1,SOLTLBJ12AB0183838,Plus Je Fais Ci_ Plus Je Fais Ca,2006,,,Niger
ARVAQTH1187FB3AF44,35.2199481808257,,-80.0197825941774,Southern Culture On The Skids,212,1,SONIRVF12AB0182AE1,Soulful Garage,2004,,North Carolina,USA
ARNDBEM1187B9A2918,64.9525944523038,,26.0682374920947,Turisas,146,1,SOKTTZL12A67ADC7CD,Sahti Waari,2004,,Northern Finland,Finland
ARFU3UI1187B9A7372,50.82780695,,-0.13421551005622,Che Sudaka,150,1,SOYWXKY12A6D4FB1A4,Somos Más - Qué Difícil,2005,Brighton,England,United Kingdom
AR57POM1187B992EDD,51.5113449,,-0.3783602,The Johnny Dankworth Seven,173,1,SOBLYCY12A8C1353F1,Easy Living,0,London,England,United Kingdom
AR4M8TW1187FB4F34F,34.0535435,,-118.2451308,Neon Neon,301,1,SOYQUPC12A8C137CFC,Raquel,2007,Los Angeles,California,United States of America
AR70CDT1187FB5796F,51.770714024265,,0.642889360424948,The Tremeloes,181,1,SOUIZBU12A8C1458F8,By The Way,1970,,England,United Kingdom
ARJPLNG1187B98C4FB,51.6906317,,-0.0337596,Russ Ballard,334,1,SOAKLAU12A6D4F7602,Voices,1984,,England,United Kingdom
AR9SIJX1187FB4771F,38.8910733,,-90.1838448,Delaney & Bonnie And Friends,208,1,SONPQTJ12A58A77889,Only You Know And I Know,1970,Alton,Illinois,USA
ARIPW1E1187FB38233,-14.426475,,-54.052426,Adoniran Barbosa,118,1,SOEEWSN12A58A787FB,As Mariposa,0,Paranatinga,Mato Grosso,Brazil
ARNIJUZ1187B98FD38,40.8570771871629,,-73.8567776091307,Popa Chubby,550,1,SOASIAJ12AC96187CB,Little wing,2006,New York,New York,USA
ARDRXUM1187FB4D131,41.2606466007974,,-95.9399471272395,311,203,1,SOQUAWP12A8AE469D4,Feels So Good,1990,Omaha,Nebraska,USA
ARGK9MB1187FB37402,40.8449405,,-73.9360423531161,MIMS,230,1,SOKXOSS12AB0183A6D,Life Of A Star,2009,New York,New York,USA
ARVAQTH1187FB3AF44,35.2199481808257,,-80.0197825941774,Southern Culture On The Skids,154,1,SOZMHBL12AB0182B09,Fire Of Love,2004,,North Carolina,USA
ARZ108T1187B9925C4,-37.7989185386993,,147.614903572299,Square One,427,1,SOEOSBC12A8C14218E,Criacao,0,Bairnsdale,Victoria,Australia
AR2OGF01187FB49409,52.6381945,,-1.14025723577023,Jon Lord,427,1,SOSPINI12A8C1376B9,The Telemann Experiment,2004,Leicester,England,United Kingdom
ARGM4PB1187FB3DEFB,43.3702702,,-8.396668,Luz Casal,246,1,SOEXYGK12A58A7AB3F,ME GUSTARIA QUE COMPRENDIERAS,2002,A Coruña,Galicia,Spain
AR91PUO1187FB39361,54.3173422184737,,-2.22838576719044,Say No More,206,1,SOOCARR12A58A7E90A,Honestly,2008,Richmondshire,England,United Kingdom
ARI9DDK1187FB4FD68,51.770714024265,,0.642889360424948,Soprano,82,1,SOUSDPS12A6D4F9F19,Donc,2007,,England,United Kingdom
ARAI3JW1187FB52DE1,45.5122855,,-73.5538249,Tegan And Sara,204,1,SOWBUSK12A6D4FB7AB,Back In Your Head [RAC Mix],2007,Montreal,Quebec,Canada
ARUS5MJ1187B9B0A5D,51.4354435,,-2.57494592294043,Martina Topley Bird / Tricky,228,1,SOQKRXG12A6310E81F,Demise,0,Bristol,England,United Kingdom
ARNJBXZ1187B9965B4,52.8818337,,9.7291318,Night In Gales,191,1,SOSITXT12A6D4FCCB1,The Dustcrown,1998,,Lower Saxony,Germany
ARYFIUB124BAE72EC7,40.8231507,,-73.9116843055022,KRS-One_ Buckshot,279,1,SOYTLYB12AB0183637,Runnin Away (feat. Immortal Technique),2009,New York,New York,USA
AREFZF31187B998A93,54.4921242,,-125.809230711388,Po' Girl,247,1,SOETAAW12A8C14171C,Angels Of Grace,2007,,British Columbia,Canada
AREB8361187B9B5FE8,18.1154428137914,,-77.273355570754,Mutabaruka,229,1,SOLGQQQ12A8C133308,Junk Food,1996,,,Jamaica
ARTC1LV1187B9A4858,51.45394125,,-0.0173821362492985,The Bonzo Dog Band,203,1,SOZRTNQ12A6D4F90E7,The Strain,1972,London,England,United Kingdom
ARXD91G1187B99F2CD,49.26013155,,-123.114082148851,Black Mountain,208,1,SOIFCJM12A6D4FBD46,Bicycle Man,2004,Vancouver,British Columbia,Canada
ARC3KY01187B9AEB09,31.1697027906955,,-100.077144457897,2002,354,1,SOXTUWJ12AB01886A0,Feast Of Immortals,1998,,Texas,USA
AR065TW1187FB4C3A5,51.4354435,,-2.57494592294043,Nearly God,256,1,SOYDJAX12A58A7A9FA,Poems,0,Bristol,England,United Kingdom
ARRAY5D1187B9AC11C,49.26013155,,-123.114082148851,Tim Hecker,21,1,SORUWKB12A8C1399C9,Unitled Track 6,0,Vancouver,British Columbia,Canada
ARNPPTH1187B9AD429,51.4850985,,-0.372050030058762,Jimmy Page / Robert Plant,348,1,SOZKYCJ12A6D4F480A,Thank You,0,London,England,United Kingdom
AR4IE571187FB4ECE1,49.26013155,,-123.114082148851,Strapping Young Lad,214,1,SORVNMY12AF72AB73D,Oh My Fucking God,1996,Vancouver,British Columbia,Canada
AR4IE571187FB4ECE1,49.26013155,,-123.114082148851,Strapping Young Lad,70,1,SOZWHPJ12A6D4F6DEA,Dire,2003,Vancouver,British Columbia,Canada
ARABEE51187FB572FE,43.9959476,,-71.6327018,Pastor Troy,351,1,SOCHBXL12A8C13A7C8,Gone Getcha,2005,,New Hampshire,USA
AR0YHRY1187FB58249,43.0836805270776,,-8.73152092132892,Alberto Iglesias,100,1,SOENUJX12AB017EF68,Procession,2005,Coristanco,Galicia,Spain
ARRWDEP122BCFC937F,40.7146471,,-74.0070783,Frankie Yankovic & His Yanks,122,1,SOVGMLY12A8C1314BC,Happy Time Polka,0,New York,New York,United States of America
ARJPLNG1187B98C4FB,51.6906317,,-0.0337596,Russ Ballard,347,1,SOYETJS12A6D4F5F16,Hey Bernadette,1993,,England,United Kingdom
ARWXRV91187B9AF9B9,57.7199232729637,,12.9443912199629,Millencolin,158,1,SOGUEBP12AB0186526,No Cigar (Live),2000,,Västra Götaland County,Sweden
ARGK9MB1187FB37402,40.8449405,,-73.9360423531161,MIMS,258,1,SOMHOLR12A6D4FBE6A,This Is Why I'm Hot (The Original) (Single Version) (Edited),0,New York,New York,USA
ARNLVQB1187B9AEAB0,36.6143304455415,,-86.4420625434421,Steve Miller Band,171,1,SOORSTP12A6D4FA02D,Ain't That Lovin' You Baby,1995,,Tennessee,USA
ARQR4MX1187B99614B,51.4467292,,-0.328337354128441,Mystery Jets,239,1,SOTZKAN12A6D4F8B41,Zoo Time (Album version),2006,London,England,United Kingdom
ARJNVPB12454A3E0B8,21.1482518688233,,-100.91886491298,José Alfredo Jimenez Con Acompañamiento Del Mariachi Vargas De Tecalitlan,180,1,SOGZKUT12AB0186276,Tierra Sin Nombre,0,,Guanajuato,Mexico
AR25ZLK1187FB3AE82,21.7565958,,82.7747891,Midival Punditz,419,1,SODCTWS12AF729B3D6,Rebirth,0,,Chhattisgarh,India
ARWXRV91187B9AF9B9,57.7199232729637,,12.9443912199629,Millencolin,165,1,SOLKANS12A8AE478D7,Trendy Winds (Album Version),1997,,Västra Götaland County,Sweden
ARMW18X1187FB488FC,27.9755041853956,,-81.5413283461054,D.V.S.,269,1,SOERZVG12AB0186B68,METEOR,0,,Florida,USA
ARNUFGE1187B9B7881,40.8570771871629,,-73.8567776091307,THE CHIFFONS,143,1,SOFUIBH12A6D4F9C25,The Heavenly Place,0,New York,New York,USA
ARKETDZ1187B9B2566,50.8260858981108,,7.28023480338866,Marlene Dietrich,159,1,SODTCPC12A6D4F812A,Auf Der Mundharmonika,1992,,North Rhine-Westphalia,Germany
ARPLTOM1187FB43C56,40.8570771871629,,-73.8567776091307,Ultramagnetic MCs,153,1,SOGPEON12A6D4F49B6,When I Burn,1988,New York,New York,USA
ARNJRQ91187B9ACFDD,-14.426475,,-54.052426,Cibelle,259,1,SOEFSTF12A58A7B01F,Gracefully,2005,Paranatinga,Mato Grosso,Brazil
ARC3KY01187B9AEB09,31.1697027906955,,-100.077144457897,2002,280,1,SORMZJE12AB01815F5,Kindred Spirit,2002,,Texas,USA
ARN69L01187B99DFFA,39.9811829660878,,-77.1264988259701,Burl Ives,150,1,SOHDZWD12AB018927B,John Hardy,0,,Pennsylvania,United States of America
ARXYMTO1187B99C64B,48.428286775,,-123.3642564875,Swan Lake,193,1,SORQMDK12A6D4FAF77,All Fires,2006,Victoria,British Columbia,Canada
ARA5DNX1187B98E045,48.8290661841475,,-123.482276968721,Harry Manx,235,1,SOGGJGW12AB01895D8,Tethered Dogs,0,Salt Spring Island Electoral Area,British Columbia,Canada
AR9R6911187B9B250A,49.89921695,,-97.1409579105723,The Duhks,323,1,SOSOESZ12A58A7C650,The Bantry Girls Lament_ The Ol Yellow House,2002,Winnipeg,Manitoba,Canada
ARB97861187B9ABBA7,52.5886422792292,,-2.12166850278554,Dave Holland,668,1,SOPBRNN12AAA15D9DF,Ario,0,Wolverhampton,England,United Kingdom
ARNUFGE1187B9B7881,40.8570771871629,,-73.8567776091307,THE CHIFFONS,156,1,SOJYYCA12A6D4F9C1F,When Summer's Through,1963,New York,New York,USA
AR0LFJ41187B9BA10E,52.8635362,,-1.97282681878884,John Farnham,164,1,SOBVJIG12A8C13E951,Friday Kind Of Monday,1968,,England,United Kingdom
ARTM6SK1187B9B804D,17.384305,,8.19162637591728,Ismaël Lo,229,1,SOHMLIA12A6D4F6ABC,Jiggenu Ndakaru,1992,,,Niger
ARZNUT51187FB44098,40.8607784,,-74.1234093,Whiplash,230,1,SOIIRYF12AAF3B4858,Pitbulls in the Playground,0,,New Jersey,USA
ARJ59K61187FB5B43E,39.4001553799513,,-84.5626170717959,The Afghan Whigs,203,1,SOYXDHH12A8C1337A7,66,1998,Hamilton,Ohio,USA
ARWXRV91187B9AF9B9,57.7199232729637,,12.9443912199629,Millencolin,123,1,SOHDXLX12A8AE47465,Dragster (Album Version),1999,,Västra Götaland County,Sweden
ARB0I1F1187FB42C5B,54.8250386,,-7.4675788,Paul Brady,257,1,SOCOZBQ12A8C13BB5C,Blue World,1993,,Northern Ireland,United Kingdom
ARPLTOM1187FB43C56,40.8570771871629,,-73.8567776091307,Ultramagnetic MCs,167,1,SOUQMLD12A6D4F49B7,Ced-gee (Delta Force One),1988,New York,New York,USA
ARHYZVQ1187B9AD83B,51.1643273774297,,10.4524592514332,Ute Lemper / RIAS Berlin Kammerensemble,181,1,SOPVJSR12A8C13AFA1,I'm A Stranger Here Myself,0,Vogtei,Thuringia,Germany
ARC3KY01187B9AEB09,31.1697027906955,,-100.077144457897,2002,307,1,SOYBGDG12AAF3B26AD,Land Of Forever (from Land Of Forever),0,,Texas,USA
ARVAQTH1187FB3AF44,35.2199481808257,,-80.0197825941774,Southern Culture On The Skids,259,1,SOWUVJO12A8C136DF3,For Lovers Only,1992,,North Carolina,USA
ARKQ6QN1187B9B016D,52.0576371,,1.14358142333011,Photek,421,1,SOHOOPX12A58A7951E,124,1997,,England,United Kingdom
